Date,Open,High,Low,Close,Adj_Close,Volume
2016-01-08,30.983,31.207001,30.299999,30.352501,30.352501,110258000
1999-02-17,2.460938,2.551563,2.3125,2.3375,2.3375,193372000
2006-05-10,1.734,1.75,1.705,1.708,1.708,66006000
2016-07-13,37.338001,37.843498,37.0625,37.1315,37.1315,82846000
2020-10-14,172.350006,173.244003,167.0,168.185501,168.185501,116254000
2004-12-16,2.043,2.05,1.9855,2.0025,2.0025,108298000
2011-05-11,10.156,10.275,10.1125,10.219,10.219,96180000
2007-02-16,1.995,2.022,1.9935,2.0165,2.0165,93580000
2016-09-08,39.1945,39.325001,39.071999,39.202999,39.202999,40610000
2015-06-19,22.013,22.2495,21.662001,21.746,21.746,89902000
2022-10-20,113.830002,118.239998,113.510002,115.25,115.25,48795100
2009-05-12,3.935,3.9485,3.8265,3.8965,3.8965,110974000
2008-10-31,2.8005,2.8625,2.7505,2.862,2.862,170692000
2012-07-02,11.465,11.467,11.317,11.466,11.466,46614000
2017-06-13,48.899502,49.224998,48.305,49.039501,49.039501,91600000
1998-03-16,0.33151,0.336458,0.329167,0.329167,0.329167,66240000
2017-03-23,42.41,42.544498,42.240002,42.368999,42.368999,39060000
2008-07-29,3.8245,3.94,3.808,3.9105,3.9105,135418000
2002-04-01,0.714,0.74,0.707,0.74,0.74,95358000
2008-10-14,3.175,3.2,2.74,2.793,2.793,346132000
2010-03-31,6.8,6.84,6.724,6.7885,6.7885,92012000
2022-05-20,109.568497,109.898003,105.009499,107.591003,107.591003,99500000
2011-06-28,10.096,10.144,10.03,10.1175,10.1175,76506000
1997-05-20,0.086458,0.0875,0.081771,0.081771,0.081771,109344000
2016-08-01,37.9935,38.525002,37.853001,38.387001,38.387001,71564000
2007-10-24,4.5435,4.544,4.1635,4.4365,4.4365,832348000
2009-10-12,4.8085,4.8125,4.6535,4.68,4.68,111828000
1997-09-29,0.207292,0.209375,0.197917,0.202083,0.202083,47424000
2013-10-29,17.948,18.144501,17.814501,18.135,18.135,43708000
2017-10-20,49.676498,49.730999,49.099998,49.1455,49.1455,47302000
1999-06-10,2.796875,2.953125,2.753125,2.898438,2.898438,254212000
2012-05-24,10.849,10.883,10.635,10.762,10.762,62822000
2011-08-02,11.016,11.1215,10.565,10.585,10.585,131734000
2015-01-27,15.315,15.512,15.1315,15.3375,15.3375,58406000
2022-08-17,142.690002,143.380005,140.779999,142.100006,142.100006,48149800
2020-02-10,104.250504,106.779999,104.248001,106.695503,106.695503,101124000
2006-03-23,1.798,1.817,1.774,1.784,1.784,80718000
1997-12-18,0.217708,0.221354,0.211458,0.214583,0.214583,64080000
2023-06-16,127.709999,127.900002,125.300003,125.489998,125.489998,84188100
2003-07-18,1.816,1.8425,1.7395,1.749,1.749,268058000
2014-12-10,15.6,15.6595,15.234,15.292,15.292,64918000
1999-07-02,3.08125,3.15,3.01875,3.101563,3.101563,144168000
1997-05-16,0.098438,0.098958,0.085417,0.086458,0.086458,294000000
2011-01-03,9.0685,9.3,9.0605,9.211,9.211,106628000
2004-10-14,1.9725,1.9775,1.9365,1.955,1.955,180524000
2004-02-27,2.1785,2.18,2.126,2.1505,2.1505,143272000
2018-11-19,78.850502,79.059502,75.167999,75.614502,75.614502,155800000
2001-07-30,0.6105,0.6375,0.599,0.6275,0.6275,103620000
2021-11-08,176.162003,178.949997,174.393005,174.449005,174.449005,61480000
2003-07-01,1.8165,1.8645,1.785,1.8625,1.8625,144856000
2020-11-06,165.231995,166.100006,161.600006,165.568497,165.568497,92946000
2021-09-15,172.126007,174.270996,170.100494,173.789505,173.789505,59150000
2001-01-25,1.084375,1.0875,0.95,0.95,0.95,141328000
2014-10-14,15.4,15.612,15.2875,15.4155,15.4155,67716000
2003-03-04,1.085,1.1175,1.068,1.1135,1.1135,108686000
2010-08-30,6.3015,6.3475,6.1845,6.1895,6.1895,68520000
1999-08-20,2.65625,2.839063,2.628125,2.835938,2.835938,285624000
2009-12-11,6.8035,6.8145,6.66,6.7075,6.7075,160934000
1998-08-17,1.00625,1.026563,0.9875,0.997396,0.997396,292356000
2017-08-21,47.878502,48.060001,47.272999,47.664501,47.664501,63290000
2012-06-11,10.8745,11.0435,10.76,10.825,10.825,74982000
2007-10-05,4.6775,4.6855,4.617,4.6715,4.6715,110470000
2001-06-25,0.6355,0.657,0.6285,0.6405,0.6405,138940000
2017-12-04,58.692501,58.759998,56.400002,56.697498,56.697498,118638000
2005-10-28,1.9775,1.9825,1.936,1.9475,1.9475,123184000
2006-04-05,1.833,1.867,1.8135,1.867,1.867,111190000
2013-07-31,15.1955,15.2575,15.05,15.061,15.061,37826000
1997-12-29,0.229167,0.239063,0.226563,0.2375,0.2375,51048000
2022-04-26,144.800003,144.856003,138.929504,139.391006,139.391006,77530000
2016-09-29,41.412998,41.875,41.231499,41.452499,41.452499,98444000
2020-03-13,87.75,89.315498,84.030998,89.25,89.25,176194000
2016-02-29,27.700001,28.240499,27.6255,27.625999,27.625999,82908000
2016-10-21,40.467999,40.971001,40.450001,40.949501,40.949501,55860000
2017-02-24,42.234501,42.290501,41.887501,42.262001,42.262001,73760000
2017-09-08,48.955002,48.993999,48.1735,48.294998,48.294998,52106000
1999-06-15,2.30625,2.49375,2.265625,2.4125,2.4125,366188000
2023-03-21,98.139999,100.849998,98.0,100.610001,100.610001,58597300
1998-03-31,0.355729,0.360417,0.348958,0.35638,0.35638,131304000
2003-07-08,1.938,2.0415,1.9375,2.0255,2.0255,242908000
2011-09-02,10.447,10.5345,10.35,10.5,10.5,84640000
2023-09-12,142.320007,143.0,140.610001,141.229996,141.229996,42668500
1997-10-24,0.2375,0.253125,0.227083,0.251302,0.251302,189840000
2017-06-26,50.424999,50.490002,49.599998,49.699001,49.699001,67724000
2001-02-15,0.675,0.73125,0.675,0.725,0.725,327690000
2012-11-26,12.0195,12.216,11.9,12.181,12.181,83566000
2012-06-15,10.7645,10.9665,10.723,10.9175,10.9175,75704000
1999-06-21,2.839063,3.089063,2.79375,3.0875,3.0875,324544000
2012-07-17,10.8725,10.897,10.698,10.8465,10.8465,39740000
2008-04-04,3.763,3.8915,3.714,3.8435,3.8435,143056000
2007-02-22,2.07,2.1,2.0445,2.05,2.05,98522000
2000-10-12,1.41875,1.440625,1.23125,1.25625,1.25625,160652000
2013-01-14,13.4,13.713,13.377,13.6365,13.6365,85500000
2004-07-06,2.6275,2.63,2.5245,2.562,2.562,123138000
2024-01-30,160.699997,161.729996,158.490005,159.0,159.0,45207400
2017-04-18,45.0495,45.480499,45.039001,45.188999,45.188999,59984000
2014-10-10,15.701,15.8885,15.569,15.5695,15.5695,73638000
2002-02-13,0.655,0.6665,0.653,0.6645,0.6645,120816000
2014-12-26,15.25,15.539,15.1905,15.4545,15.4545,57876000
2005-08-16,2.245,2.247,2.21,2.2135,2.2135,72502000
2002-06-11,0.8655,0.8895,0.856,0.857,0.857,110416000
2009-02-03,3.0435,3.21,3.0,3.1795,3.1795,293892000
2014-07-03,16.741501,16.915001,16.653999,16.8745,16.8745,38886000
1999-09-17,3.28125,3.3,3.1375,3.190625,3.190625,144790000
2008-04-21,4.0015,4.067,3.953,4.009,4.009,186708000
2020-02-03,100.529999,102.425003,100.012497,100.209999,100.209999,117834000
2015-03-23,18.9035,19.088499,18.747,18.755501,18.755501,44786000
2010-01-14,6.457,6.519,6.32,6.3675,6.3675,195498000
2020-05-19,121.491501,124.25,121.448502,122.466499,122.466499,86410000
2002-12-10,1.098,1.0995,1.062,1.093,1.093,141874000
2022-06-07,122.010002,124.099998,120.629997,123.0,123.0,85156700
2017-06-07,50.297501,50.512501,50.099998,50.503502,50.503502,56460000
2007-03-30,1.9875,2.012,1.971,1.9895,1.9895,119938000
2012-08-21,12.044,12.1925,11.9275,11.9725,11.9725,51430000
2017-04-12,45.154499,45.204498,44.762501,44.811501,44.811501,49122000
2003-06-30,1.8315,1.841,1.801,1.816,1.816,102878000
2018-01-19,65.599998,65.650002,64.649498,64.728996,64.728996,91570000
2000-02-11,3.85625,3.95625,3.775,3.809375,3.809375,166180000
2021-01-04,163.5,163.600006,157.201004,159.331497,159.331497,88228000
2013-08-16,14.3275,14.4165,14.225,14.241,14.241,48450000
2015-07-10,22.0245,22.236,21.950001,22.175501,22.175501,48020000
2018-06-06,85.225502,85.724998,84.323502,84.787498,84.787498,109464000
2001-02-28,0.5625,0.5875,0.496875,0.509375,0.509375,292596000
2018-01-04,60.25,60.793499,60.233002,60.4795,60.4795,60442000
2006-05-22,1.698,1.7495,1.659,1.7415,1.7415,222458000
2016-09-19,38.998501,39.097,38.549999,38.755001,38.755001,45944000
2004-08-20,1.923,1.9955,1.9055,1.9755,1.9755,135816000
2015-09-17,26.349001,27.348499,26.328501,26.943501,26.943501,83390000
2000-02-24,3.528125,3.56875,3.28125,3.421875,3.421875,117386000
1998-12-17,2.2,2.429167,2.171354,2.30625,2.30625,1352700000
2009-01-06,2.7275,2.911,2.6875,2.868,2.868,221602000
2013-05-01,12.695,12.71,12.2875,12.4115,12.4115,87828000
2020-02-19,108.389999,109.254997,108.056,108.511002,108.511002,51224000
2023-03-23,100.43,101.059998,97.620003,98.709999,98.709999,57559300
2017-04-28,47.441502,47.4795,46.216499,46.2495,46.2495,147294000
2012-09-20,13.0015,13.0435,12.9,13.0405,13.0405,58272000
2017-02-02,41.829498,42.1245,41.412998,41.997501,41.997501,147010000
2015-10-09,26.724001,27.0895,26.5135,26.99,26.99,70748000
2000-11-16,1.434375,1.525,1.3875,1.390625,1.390625,82696000
2019-06-19,95.391998,95.978996,94.623497,95.439499,95.439499,57906000
2016-06-28,35.0,35.400002,34.908501,35.397499,35.397499,80740000
2005-03-04,1.792,1.8155,1.785,1.7925,1.7925,110914000
2006-08-04,1.347,1.3795,1.34,1.3645,1.3645,205048000
2002-12-30,0.9425,0.97,0.937,0.9625,0.9625,165694000
2022-07-08,114.599998,116.580002,113.690002,115.540001,115.540001,45719700
2007-01-03,1.934,1.953,1.9025,1.935,1.935,248102000
2019-04-18,93.439499,93.541,92.973999,93.084503,93.084503,54998000
2011-05-04,9.9125,10.093,9.7685,9.9985,9.9985,131000000
1997-07-24,0.115104,0.115625,0.110938,0.113021,0.113021,24336000
2018-02-05,70.130997,72.948997,66.036003,69.5,69.5,229900000
2007-01-16,1.92,1.9445,1.8985,1.933,1.933,112874000
2009-03-17,3.3685,3.5855,3.35,3.5675,3.5675,238056000
2005-09-29,2.169,2.24,2.1565,2.2395,2.2395,127856000
2007-12-03,4.5015,4.6125,4.4885,4.5455,4.5455,120010000
2014-06-19,16.763,16.945,16.299,16.35,16.35,106412000
2022-12-15,89.889999,89.970001,87.470001,88.449997,88.449997,84802900
2004-07-15,2.4755,2.4835,2.406,2.4335,2.4335,104882000
2001-04-27,0.786,0.7865,0.751,0.7635,0.7635,88920000
1999-04-16,4.596875,4.7875,4.517188,4.75,4.75,633204000
2006-05-08,1.7495,1.7655,1.7235,1.7345,1.7345,84736000
2015-03-11,18.5305,18.6675,18.313,18.318501,18.318501,49902000
2021-08-20,160.193497,160.390503,158.787994,159.997498,159.997498,67168000
2019-03-20,88.497002,89.974998,88.351501,89.863503,89.863503,125312000
2021-01-13,156.421997,159.497498,156.104004,158.294495,158.294495,66424000
2008-07-10,3.535,3.5885,3.3995,3.5315,3.5315,198832000
2001-10-19,0.4245,0.426,0.375,0.4005,0.4005,140146000
2001-10-23,0.4625,0.48,0.4425,0.4775,0.4775,244528000
2017-10-26,49.016499,49.145,48.427502,48.621498,48.621498,112374000
2021-12-20,166.850006,167.874496,165.600006,167.078995,167.078995,57372000
2004-02-05,2.3015,2.3545,2.295,2.302,2.302,263790000
2003-03-19,1.3165,1.3345,1.308,1.327,1.327,169620000
2015-05-22,21.577499,21.622,21.380501,21.3815,21.3815,40412000
2016-06-15,36.099998,36.127998,35.6675,35.713001,35.713001,54188000
2014-04-04,16.7575,16.771999,15.7805,16.15,16.15,250692000
2012-03-16,9.164,9.284,9.1175,9.2525,9.2525,98680000
2016-03-23,28.049999,28.624001,27.905001,28.481501,28.481501,79674000
2018-10-03,99.084999,99.485001,97.490501,97.638,97.638,105062000
2023-06-12,124.019997,126.779999,123.529999,126.57,126.57,51338000
2021-03-29,152.772003,154.5625,151.422501,153.786499,153.786499,54920000
2018-12-21,73.249496,74.0,68.197998,68.872498,68.872498,272806000
2007-05-11,3.048,3.08,3.028,3.078,3.078,158382000
2000-03-02,3.246875,3.25,3.109375,3.128125,3.128125,159602000
2019-07-10,99.8255,101.247002,99.769997,100.870499,100.870499,98638000
2020-04-08,101.050003,102.199997,100.557503,102.150002,102.150002,79546000
1999-05-24,3.215625,3.234375,2.9,2.9375,2.9375,285076000
2012-02-27,8.877,8.9595,8.825,8.9265,8.9265,74124000
2014-11-21,16.771,16.9165,16.5735,16.6315,16.6315,89332000
2009-06-08,4.3375,4.359,4.2555,4.318,4.318,112042000
2007-06-25,3.4675,3.4815,3.415,3.433,3.433,151870000
2003-09-18,2.308,2.412,2.297,2.3945,2.3945,180770000
2014-06-10,16.3825,16.775,16.375,16.620501,16.620501,73268000
2023-07-24,130.309998,131.660004,128.350006,128.800003,128.800003,45591100
2005-04-14,1.713,1.725,1.694,1.6985,1.6985,83568000
2017-06-08,50.603001,50.6805,50.3055,50.5135,50.5135,55358000
1998-10-09,0.752083,0.765625,0.697917,0.759896,0.759896,414540000
2012-09-12,12.825,12.889,12.675,12.7815,12.7815,45464000
2010-08-17,6.367,6.499,6.3395,6.443,6.443,100894000
1997-06-17,0.079948,0.079948,0.07474,0.07526,0.07526,94128000
2023-06-22,125.309998,130.330002,125.139999,130.149994,130.149994,90354600
2013-09-16,14.991,15.05,14.763,14.803,14.803,36168000
2020-01-10,95.268501,95.347,94.0,94.157997,94.157997,57074000
2007-08-22,3.912,3.9745,3.892,3.925,3.925,136962000
2012-06-13,10.776,10.869,10.676,10.7365,10.7365,46504000
1999-05-06,3.7,3.775,3.39375,3.434375,3.434375,365688000
2019-01-03,76.000504,76.900002,74.855499,75.014,75.014,139512000
1998-06-10,0.430208,0.46875,0.425,0.451042,0.451042,485700000
2008-08-13,4.314,4.4125,4.227,4.3345,4.3345,144176000
2013-12-16,19.251499,19.584999,19.25,19.4485,19.4485,45034000
2002-03-18,0.7075,0.764,0.707,0.7505,0.7505,196636000
2005-04-15,1.698,1.7,1.651,1.651,1.651,119700000
2005-02-03,1.745,1.7945,1.7265,1.7875,1.7875,1210372000
2007-05-29,3.4215,3.489,3.386,3.4815,3.4815,234616000
2006-03-07,1.8355,1.871,1.835,1.8465,1.8465,94446000
2007-11-30,4.528,4.554,4.4155,4.528,4.528,137632000
2022-08-23,133.410004,134.990005,132.949997,133.619995,133.619995,36252100
2018-07-27,93.802498,94.002502,90.3265,90.863503,90.863503,193620000
2019-10-15,87.107002,88.822502,87.030998,88.369003,88.369003,62234000
1997-07-25,0.110938,0.1125,0.110938,0.111458,0.111458,12408000
2009-08-13,4.286,4.3185,4.2035,4.23,4.23,114248000
2012-02-22,9.0975,9.1495,9.0145,9.029,9.029,115708000
2002-04-15,0.671,0.705,0.6675,0.6945,0.6945,95074000
2021-06-24,175.382004,176.242996,171.542496,172.453995,172.453995,76640000
2019-05-10,94.900002,95.189499,92.800003,94.499001,94.499001,114360000
2013-09-06,14.7665,14.944,14.54,14.793,14.793,45840000
2013-04-04,12.9615,13.0205,12.806,12.954,12.954,39288000
2021-11-29,177.382004,179.800003,176.574997,178.078506,178.078506,65312000
2022-03-18,156.813004,161.593994,156.011002,161.250504,161.250504,102962000
2014-01-23,20.049999,20.3085,19.8895,19.9935,19.9935,60508000
2009-03-20,3.5195,3.5445,3.454,3.498,3.498,169362000
2017-10-31,55.450001,55.527,55.056,55.264,55.264,69540000
2002-04-29,0.8375,0.85,0.795,0.809,0.809,168304000
2013-12-02,19.950001,19.950001,19.455,19.615,19.615,94280000
1998-09-01,0.634375,0.721875,0.541667,0.666276,0.666276,1349016000
2007-12-11,4.655,4.797,4.5375,4.5375,4.5375,205392000
2019-02-04,81.150002,82.481499,80.675003,81.665497,81.665497,98582000
2020-04-01,96.648499,97.248001,94.650002,95.385002,95.385002,82438000
1999-11-30,4.413281,4.44375,4.190625,4.253125,4.253125,269310000
2000-05-10,2.726563,2.76875,2.45,2.665625,2.665625,174230000
2001-08-09,0.557,0.5585,0.5125,0.523,0.523,120980000
2022-02-01,150.0,151.707993,147.627502,151.193497,151.193497,59220000
2012-03-19,9.1725,9.334,9.15,9.276,9.276,78068000
2017-01-26,41.776501,42.192001,41.650002,41.9575,41.9575,71726000
2007-04-05,2.0785,2.088,2.072,2.084,2.084,65768000
2014-03-18,18.865999,18.950001,18.75,18.938499,18.938499,49670000
2020-09-02,177.350006,177.612503,174.334503,176.572495,176.572495,78630000
2021-09-27,168.574997,170.778503,166.980499,170.289993,170.289993,72690000
2010-01-12,6.4495,6.491,6.3275,6.3675,6.3675,181926000
1999-01-07,3.428125,4.00625,3.325,3.971875,3.971875,945492000
2018-11-08,87.75,89.199997,86.255501,87.745499,87.745499,130698000
2019-09-03,88.5,90.040001,88.400002,89.491997,89.491997,70860000
2022-07-22,125.010002,125.5,121.349998,122.419998,122.419998,51463800
2009-04-13,3.992,3.9985,3.8925,3.947,3.947,124244000
2006-08-24,1.412,1.4125,1.377,1.3985,1.3985,90338000
2010-09-29,7.9515,8.089,7.8875,7.9495,7.9495,145750000
2004-06-22,2.4835,2.4895,2.412,2.45,2.45,162410000
2001-10-05,0.3485,0.395,0.337,0.36,0.36,118018000
2014-12-04,15.7765,15.9295,15.6735,15.8465,15.8465,65806000
2019-06-17,93.824997,94.7845,93.772499,94.301498,94.301498,52686000
2014-02-18,17.764,17.786501,17.4725,17.682501,17.682501,99960000
2022-03-07,145.443497,146.094498,137.416504,137.453003,137.453003,86934000
1997-12-12,0.232292,0.240104,0.220313,0.227083,0.227083,53448000
2021-01-26,164.817993,166.899994,164.143494,166.306503,166.306503,59104000
1998-12-31,2.64375,2.758333,2.634375,2.677083,2.677083,365964000
2013-05-24,12.9925,13.0965,12.917,13.087,13.087,33926000
2015-11-12,33.650002,33.782001,33.210999,33.279999,33.279999,85694000
2012-05-22,10.9155,10.9435,10.698,10.7665,10.7665,74662000
2003-06-13,1.77,1.7725,1.7025,1.7065,1.7065,120236000
2007-05-15,3.07,3.0985,3.026,3.029,3.029,174042000
2001-12-27,0.5665,0.5745,0.5285,0.53,0.53,216802000
2002-06-07,0.8945,0.9325,0.8925,0.929,0.929,107160000
2003-12-03,2.705,2.7125,2.568,2.5755,2.5755,231416000
2010-06-09,6.0155,6.0735,5.868,5.8955,5.8955,147384000
2008-11-24,1.9395,2.172,1.935,2.125,2.125,290994000
1997-09-02,0.117188,0.11875,0.116667,0.117708,0.117708,14640000
2002-03-11,0.802,0.844,0.793,0.8355,0.8355,132494000
1998-12-29,2.916667,2.917708,2.7375,2.769271,2.769271,492156000
2003-10-13,2.897,2.9345,2.872,2.915,2.915,166580000
2015-10-20,28.6,28.65,27.764,28.044001,28.044001,86924000
2021-08-09,167.180496,167.744003,166.425995,167.093506,167.093506,42964000
2021-08-30,167.871506,172.25,167.761002,171.078506,171.078506,63844000
2022-07-21,123.199997,124.849998,121.260002,124.629997,124.629997,60239900
2014-02-05,17.299999,17.4685,16.886499,17.3225,17.3225,88708000
2022-03-17,152.640503,157.498505,152.139999,157.238998,157.238998,72934000
2015-09-02,25.254499,25.542999,24.886,25.5275,25.5275,74142000
1998-04-29,0.405208,0.410938,0.390104,0.397917,0.397917,633144000
2012-04-25,9.5835,9.74,9.58,9.721,9.721,79102000
2004-06-16,2.5045,2.5375,2.4955,2.5285,2.5285,81952000
2011-10-20,11.6065,11.737,11.49,11.6805,11.6805,90498000
2009-08-10,4.2505,4.2735,4.1635,4.222,4.222,88812000
1999-08-11,2.309375,2.38125,2.129688,2.273438,2.273438,513100000
2003-04-08,1.3395,1.34,1.3225,1.326,1.326,108072000
2014-06-17,16.377001,16.566999,16.261499,16.281,16.281,58482000
2003-04-25,1.4,1.45,1.391,1.4485,1.4485,799448000
2010-01-26,6.028,6.149,5.953,5.974,5.974,191180000
2021-08-05,167.811005,169.449997,167.046005,168.7995,168.7995,48670000
2001-02-16,0.68125,0.70625,0.665625,0.684375,0.684375,129812000
2024-03-28,180.169998,181.699997,179.259995,180.380005,180.380005,38051600
2010-09-27,8.011,8.06,7.894,7.9685,7.9685,128926000
2020-08-12,155.399994,158.719498,155.070999,158.112,158.112,70442000
2015-11-27,34.040001,34.0495,33.605,33.662998,33.662998,39336000
2007-08-10,3.6575,3.825,3.6185,3.739,3.739,181352000
2016-05-20,35.052502,35.362,35.0,35.139999,35.139999,58324000
2010-07-22,5.9355,6.0435,5.901,6.0035,6.0035,300068000
2001-08-14,0.516,0.552,0.5135,0.5265,0.5265,96142000
2003-05-15,1.632,1.6375,1.61,1.6315,1.6315,103846000
2003-04-24,1.27,1.336,1.2385,1.256,1.256,352066000
2002-12-26,1.0795,1.08,1.0,1.015,1.015,283986000
2010-08-23,6.393,6.461,6.325,6.33,6.33,77226000
2014-01-10,20.126499,20.188,19.690001,19.882999,19.882999,53590000
2013-01-02,12.804,12.905,12.663,12.8655,12.8655,65420000
2019-12-16,88.349998,88.474998,87.852501,88.460503,88.460503,62904000
2003-03-24,1.354,1.363,1.31,1.3115,1.3115,206810000
2012-04-13,9.495,9.497,9.313,9.423,9.423,68636000
2023-08-02,130.149994,130.229996,126.82,128.210007,128.210007,51027600
2015-12-16,33.178001,33.8675,32.966,33.788502,33.788502,79290000
2018-09-24,95.189499,96.844002,93.25,96.718002,96.718002,84274000
2015-12-30,34.594501,34.774502,34.319,34.453499,34.453499,70380000
2019-06-14,93.199997,93.800003,92.949997,93.483498,93.483498,57024000
2014-03-17,18.785999,18.942499,18.743999,18.752001,18.752001,46060000
2010-05-27,6.249,6.3425,6.03,6.335,6.335,94954000
1999-07-06,3.2,3.332813,3.1375,3.171875,3.171875,297724000
2005-02-16,1.7965,1.8175,1.779,1.783,1.783,104596000
2018-06-27,85.405502,85.597504,83.0,83.025497,83.025497,97444000
2018-10-08,93.699997,95.099998,91.532997,93.221001,93.221001,147864000
2021-11-24,178.133499,180.682007,176.842499,179.020493,179.020493,46560000
2020-06-17,132.375,132.75,131.591003,132.048996,132.048996,59186000
2020-12-30,167.050003,167.104996,164.123505,164.292496,164.292496,64186000
2019-08-21,90.969498,91.478996,90.75,91.177002,91.177002,40636000
2022-06-09,119.989998,121.300003,116.099998,116.150002,116.150002,67029800
2001-04-17,0.6905,0.7435,0.6875,0.737,0.737,101470000
2015-05-04,21.24,21.488501,21.121,21.152,21.152,45408000
1998-09-09,0.745833,0.769792,0.694792,0.704167,0.704167,357924000
2001-08-03,0.612,0.6195,0.6055,0.6075,0.6075,61698000
2005-06-20,1.7525,1.7985,1.752,1.7845,1.7845,101946000
2015-07-14,23.115999,23.48,22.908001,23.2785,23.2785,94724000
2015-06-18,21.514999,21.9865,21.470501,21.9695,21.9695,67568000
2022-06-08,122.610001,123.75,120.75,121.18,121.18,64926600
2014-01-24,19.908001,20.01,19.363501,19.379999,19.379999,89168000
1998-04-24,0.341667,0.365625,0.339583,0.353646,0.353646,335712000
2012-02-03,9.1415,9.395,9.0945,9.384,9.384,162410000
2011-10-24,11.801,12.0235,11.7,11.8805,11.8805,99516000
2007-06-01,3.445,3.465,3.4175,3.429,3.429,140290000
2014-09-04,17.1845,17.469,17.179001,17.297501,17.297501,79312000
2020-04-03,95.557503,96.316498,94.457497,95.329498,95.329498,72198000
2009-01-21,2.4655,2.5345,2.4125,2.527,2.527,116590000
2005-05-04,1.6675,1.706,1.6635,1.698,1.698,155132000
2008-09-05,3.867,4.036,3.854,3.9595,3.9595,161382000
2023-01-25,92.559998,97.239998,91.519997,97.18,97.18,94261600
2014-07-15,17.686001,17.779499,17.469999,17.722,17.722,83418000
2013-09-04,14.4165,14.7615,14.379,14.682,14.682,48772000
2007-06-07,3.6285,3.736,3.544,3.602,3.602,482764000
2018-07-05,85.268997,85.5345,84.107498,84.986504,84.986504,59662000
2015-01-13,14.874,15.075,14.6615,14.737,14.737,82728000
2010-05-10,6.4865,6.6105,6.463,6.5645,6.5645,136122000
2003-10-06,2.6445,2.712,2.6295,2.7075,2.7075,155462000
2022-03-29,170.384003,170.831497,167.8685,169.315002,169.315002,66154000
2018-02-13,69.296501,70.986,69.176498,70.725502,70.725502,118358000
2007-02-06,1.86,1.9205,1.854,1.9135,1.9135,172254000
2000-05-24,2.321875,2.4875,2.021875,2.428125,2.428125,233332000
2016-06-03,36.337002,36.349998,35.921501,36.277,36.277,67346000
2013-11-12,17.6495,17.774,17.364,17.4765,17.4765,46862000
2008-02-07,3.3685,3.6355,3.361,3.5455,3.5455,290034000
2012-03-20,9.244,9.7205,9.144,9.6165,9.6165,183308000
2020-05-06,116.472,117.872498,116.0,117.563004,117.563004,62356000
2010-02-05,5.794,5.8825,5.705,5.8695,5.8695,220496000
2013-05-02,12.447,12.6465,12.289,12.6275,12.6275,78724000
2010-07-28,5.85,5.91,5.82,5.8565,5.8565,109446000
2008-08-25,4.2315,4.232,4.1225,4.1425,4.1425,87128000
2007-08-31,4.0,4.0265,3.985,3.9955,3.9955,123148000
2000-11-06,1.928125,1.93125,1.7375,1.828125,1.828125,128892000
2017-05-04,47.237499,47.25,46.710999,46.876499,46.876499,48368000
2008-08-28,4.1105,4.1825,4.09,4.171,4.171,156682000
2000-08-23,1.81875,1.975,1.75,1.940625,1.940625,94426000
2012-02-16,8.8895,9.084,8.757,8.9965,8.9965,251276000
2010-03-01,5.935,6.233,5.8765,6.227,6.227,265930000
2005-03-30,1.6795,1.726,1.6755,1.716,1.716,106996000
2003-06-20,1.79,1.794,1.742,1.752,1.752,140250000
1997-12-04,0.220052,0.227604,0.219271,0.225,0.225,60768000
2018-07-17,90.578003,92.584503,89.869003,92.196503,92.196503,113658000
2006-09-01,1.5425,1.59,1.5425,1.588,1.588,131264000
2012-10-04,12.8005,13.076,12.7935,13.0235,13.0235,54008000
2015-06-25,21.9035,22.1735,21.8195,22.004999,22.004999,44750000
2022-07-11,114.080002,114.300003,110.870003,111.75,111.75,53487600
2022-08-16,143.910004,146.570007,142.0,144.779999,144.779999,59102900
2008-10-21,2.593,2.6475,2.496,2.5115,2.5115,173392000
2020-05-15,118.426003,120.550003,117.818497,120.488998,120.488998,84700000
2008-10-16,2.32,2.535,2.1695,2.5145,2.5145,441622000
2017-08-25,47.799999,47.881001,47.205002,47.263,47.263,66496000
2003-07-17,1.8575,1.865,1.802,1.816,1.816,152840000
2021-08-04,168.967499,169.444,167.278,167.735992,167.735992,43678000
2019-07-26,97.099998,97.544998,96.225502,97.152496,97.152496,98542000
2005-09-21,2.0925,2.132,2.0625,2.0625,2.0625,106276000
2015-03-05,19.2805,19.421,19.1945,19.3915,19.3915,53870000
1997-09-24,0.232292,0.240625,0.214583,0.21875,0.21875,164016000
2014-10-29,14.9555,14.9805,14.6535,14.706,14.706,97638000
1998-08-24,1.085417,1.125,1.084375,1.122917,1.122917,278988000
2018-02-16,72.8685,73.290001,72.328003,72.434502,72.434502,89452000
2018-01-16,66.150002,66.997002,64.614998,65.242996,65.242996,144414000
2023-09-01,139.460007,139.960007,136.880005,138.119995,138.119995,40948300
2004-01-02,2.638,2.6565,2.5715,2.595,2.595,132798000
2004-02-26,2.16,2.1925,2.15,2.1825,2.1825,119206000
2014-06-25,16.216499,16.407499,16.087,16.372,16.372,46556000
2006-06-05,1.723,1.727,1.6635,1.6745,1.6745,100988000
2017-06-02,49.949501,50.424,49.783501,50.336498,50.336498,75046000
2005-09-15,2.16,2.1795,2.1325,2.1355,2.1355,91758000
2015-04-21,19.5655,19.73,19.34,19.559,19.559,92870000
